make,mileage,model_year,transmission_from_vin,stock_type,msrp
BMW,90.0,2024,A,NEW,64990
Honda,22933.0,2022,A,USED,33320
Ram,325.0,2023,A,NEW,53445
Nissan,15.0,2024,A,NEW,58098
Subaru,40000.0,2020,A,USED,33895
Honda,74664.0,2021,A,USED,54290
Subaru,48168.77220551646,2024,A,NEW,40595
Hyundai,225.0,2023,A,NEW,44599
Ford,10.0,2024,A,NEW,38995
Ford,45233.0,2020,A,USED,47095
Toyota,2502.0,2024,M,USED,52340
Hyundai,58032.0,2022,A,USED,22099
Honda,84870.0,2016,A,USED,30190
Hyundai,18.0,2024,A,NEW,34199
Nissan,128070.0,2018,A,USED,37498
Nissan,15.0,2024,A,NEW,24698
Chrysler,139152.0,2016,A,USED,23645
Nissan,145892.0,2015,A,USED,29648
Subaru,15.0,2024,A,NEW,28995
Honda,38213.0,2019,A,USED,21990
Mini,14055.0,2024,A,USED,27390
Ram,9085.0,2024,A,USED,68670
Ram,12.0,2024,A,NEW,67070
Honda,6.0,2024,A,NEW,56990
Volkswagen,88461.0,2020,A,USED,32040
Chrysler,16.0,2024,A,NEW,59995
Volkswagen,28402.0,2020,M,USED,21245
Ford,48168.77220551646,2024,A,NEW,69995
Audi,12.0,2024,A,NEW,62515
Dodge,56319.0,2016,A,USED,28995
Mini,35615.0,2022,A,USED,33990
Ram,38.0,2023,A,NEW,59040
Toyota,132585.0,2014,A,USED,36790
Ford,14.0,2024,A,NEW,55575
GMC,6.0,2024,A,NEW,87299
Porsche,57952.0,2021,A,USED,77500
Ram,19.0,2024,A,NEW,70720
Hyundai,50215.0,2022,A,USED,32299
Mazda,87380.0,2021,A,USED,33100
BMW,63880.0,2016,A,USED,75000
Honda,6.0,2024,A,NEW,37910
Honda,10.0,2024,A,NEW,42075
GMC,6.0,2024,A,NEW,56399
GMC,158070.0,2016,A,USED,30415
Honda,50641.0,2019,A,USED,21990
Jeep,7.0,2024,A,NEW,59045
Jaguar,2.0,2024,A,NEW,67000
Hyundai,34908.0,2023,A,USED,39599
Hyundai,18.0,2024,A,NEW,51199
Jeep,16.0,2024,A,NEW,65045
Nissan,48168.77220551646,2024,A,NEW,25648
Chevrolet,299999.0,2015,A,USED,42200
GMC,16.0,2024,A,NEW,39245
Ford,148.0,2024,A,NEW,91940
Ram,146086.0,2016,A,USED,53395
Volkswagen,15.0,2024,A,NEW,61495
Mitsubishi,48168.77220551646,2024,A,NEW,34598
Audi,45000.0,2020,A,USED,46200
Mazda,3.0,2024,A,NEW,35000
Subaru,72122.0,2020,A,USED,25595
BMW,90.0,2024,A,NEW,111500
Hyundai,25.0,2024,A,NEW,58299
Ford,14.0,2024,A,NEW,71000
Ford,5.0,2023,A,NEW,59995
Honda,6.0,2024,A,NEW,46275
Hyundai,10.0,2024,A,NEW,23799
Dodge,10.0,2024,A,NEW,54970
GMC,85048.0,2023,A,USED,89703
Hyundai,79060.0,2022,A,USED,26099
GMC,3.0,2024,A,NEW,131199
Toyota,87622.0,2022,A,USED,22190
Chevrolet,15.0,2024,A,NEW,67499
Nissan,48176.0,2021,A,USED,31098
Ford,10.0,2024,A,NEW,38995
Ram,49203.0,2020,A,USED,51370
Ford,250258.0,2014,A,USED,42049
Mitsubishi,8.0,2024,A,NEW,42898
Kia,40.0,2024,A,NEW,30195
Mitsubishi,83388.0,2020,A,USED,29798
Infiniti,111642.0,2018,A,USED,48195
Chevrolet,215161.0,2019,A,USED,63700
Volkswagen,7.0,2024,A,NEW,45495
Cadillac,78444.0,2017,A,USED,91375
Toyota,42775.0,2021,A,USED,34050
Jeep,9.0,2024,A,NEW,59045
Ford,41412.0,2019,A,USED,40189
Nissan,12.0,2024,A,NEW,64998
Ford,478.0,2024,A,NEW,67225
Chevrolet,10.0,2024,A,NEW,61199
Hyundai,216209.0,2018,A,USED,44499
Honda,200.0,2024,A,NEW,34160
GMC,455.0,2023,A,NEW,54303
Tesla,139053.0,2019,A,USED,126910
Kia,86518.0,2016,A,USED,22495
Chevrolet,15.0,2024,A,NEW,63799
Ram,115285.0,2013,A,USED,44125
Mazda,87942.0,2021,A,USED,31650
Hyundai,100745.0,2019,A,USED,29999
Audi,11.0,2024,A,NEW,53275
Hyundai,32.0,2024,A,NEW,30499
Kia,11463.0,2024,A,USED,61495
Nissan,136139.0,2018,A,USED,30748
Toyota,7.0,2024,A,NEW,68640
Dodge,15.0,2024,A,NEW,69970
Volkswagen,90.0,2024,A,NEW,61495
Dodge,20.0,2024,A,NEW,58770
Chrysler,91162.0,2021,A,USED,39995
Chevrolet,15.0,2024,A,NEW,87499
Mitsubishi,48168.77220551646,2024,A,NEW,32898
Volkswagen,48168.77220551646,2024,A,NEW,41795
Mercedes-Benz,6.0,2024,A,NEW,90100
BMW,92100.0,2018,A,USED,110900
Volkswagen,90.0,2024,M,NEW,26595
GMC,25.0,2024,A,NEW,42845
Honda,76823.0,2018,A,USED,44590
Chevrolet,125131.0,2018,A,USED,27000
GMC,45867.0,2022,A,USED,32998
Volkswagen,52.0,2024,A,NEW,56395
Chevrolet,45.0,2024,A,NEW,86699
Volkswagen,15.0,2024,A,NEW,59395
Chrysler,90015.0,2016,A,USED,23645
GMC,15.0,2024,A,NEW,87599
Toyota,15161.0,2024,A,USED,48790
Ford,90053.0,2020,A,USED,38149
Ram,299791.0,2016,A,USED,42395
Honda,89318.0,2019,A,USED,36090
Ford,59055.0,2019,A,USED,57199
Jaguar,121207.0,2020,A,USED,57000
Chevrolet,99557.0,2019,A,USED,25095
Ford,10.0,2024,A,NEW,93700
Nissan,74989.0,2021,A,USED,17998
Honda,10.0,2024,A,NEW,26790
Chevrolet,15.0,2024,A,NEW,87299
Hyundai,67526.0,2018,A,USED,22749
Ram,62699.0,2021,A,USED,59345
Mazda,5.0,2024,A,NEW,28900
Dodge,60000.0,2015,A,USED,21495
Ford,78086.0,2017,A,USED,26398
Genesis,10.0,2024,A,NEW,76000
Mercedes-Benz,6.0,2023,A,NEW,155600
BMW,5500.0,2024,A,NEW,98000
Mitsubishi,62155.0,2022,A,USED,34218
Volkswagen,15.0,2024,A,NEW,41795
Ford,5.0,2024,A,NEW,86995
Kia,94430.0,2020,A,USED,20995
Jeep,16.0,2024,A,NEW,43670
Honda,29397.0,2021,A,USED,38400
Hyundai,48168.77220551646,2024,A,NEW,35499
Ford,94305.0,2016,A,USED,19249
Ford,5.0,2024,A,NEW,67225
GMC,15.0,2024,A,NEW,87599
Jeep,80528.0,2020,A,USED,36145
Chevrolet,39073.0,2023,A,USED,84203
Dodge,65734.0,2019,A,USED,46245
Ram,66.0,2024,A,NEW,68670
Chevrolet,6668.0,2024,A,USED,86099
Chevrolet,3226.0,2024,A,NEW,42749
Chevrolet,30.0,2024,A,NEW,63499
Ford,85259.0,2021,A,USED,41780
Ford,10.0,2024,A,NEW,37149
Lincoln,76096.0,2022,A,USED,58100
Chevrolet,128459.0,2018,A,USED,27000
Nissan,22.0,2024,A,NEW,33648
Cadillac,3.0,2024,M,NEW,101299
GMC,236.0,2023,A,NEW,93203
Jeep,5374.0,2024,A,USED,63770
Mazda,10.0,2024,A,NEW,24200
Nissan,48168.77220551646,2024,A,NEW,24248
Ford,22.0,2024,A,NEW,44000
Hyundai,48168.77220551646,2024,A,NEW,62999
Chevrolet,99989.0,2022,A,USED,49248
Jeep,48168.77220551647,2024,A,USED,59270
Chevrolet,5.0,2024,A,NEW,83999
Chevrolet,48168.77220551646,2024,A,NEW,31899
Honda,6.0,2024,A,NEW,42075
Chevrolet,87298.0,2021,A,USED,68798
BMW,2799.0,2024,A,NEW,129000
Chevrolet,15.0,2024,A,NEW,63399
Mercedes-Benz,66210.0,2019,A,USED,76500
Kia,50.0,2024,A,NEW,31995
Chevrolet,60643.0,2020,A,USED,34898
Mazda,86303.0,2021,A,USED,33100
Ford,57374.0,2021,A,USED,35149
Volkswagen,40061.0,2021,A,USED,35145
Mitsubishi,168141.0,2017,A,USED,26498
Volkswagen,15.0,2024,A,NEW,41795
Ford,155393.0,2018,A,USED,75999
Honda,37507.0,2020,A,USED,37790
Chrysler,48168.77220551646,2024,A,NEW,48570
Hyundai,8965.0,2023,A,USED,29299
Chevrolet,16965.0,2024,A,USED,81399
Nissan,88064.0,2015,A,USED,35048
Dodge,69294.0,2022,A,USED,67640
Hyundai,32165.0,2022,A,USED,37299
Ford,48168.77220551646,2024,A,NEW,71000
Ram,14056.0,2023,A,USED,65795
Nissan,83604.0,2017,A,USED,48478
Ford,48168.77220551647,2024,A,USED,48500
Ford,12.0,2023,A,NEW,62990
Ram,55.0,2023,A,NEW,59040
Dodge,170000.0,2010,A,USED,19145
Chevrolet,90276.0,2020,A,USED,15898
BMW,69452.0,2021,A,USED,74900
Toyota,99.0,2024,A,NEW,46950
Ram,212000.0,2017,A,USED,53695
Hyundai,66186.0,2022,A,USED,22099
Chevrolet,17.0,2024,A,NEW,59499
Ford,5.0,2024,A,NEW,46999
Ram,113090.0,2018,A,USED,55190
Subaru,34557.0,2021,A,USED,34495
Mercedes-Benz,78000.0,2017,A,USED,48100
Mitsubishi,48168.77220551646,2024,A,NEW,29398
Nissan,84986.0,2019,A,USED,31298
Mazda,63974.0,2020,A,USED,29950
Ford,6007.0,2023,A,USED,54830
Subaru,87606.0,2017,M,USED,20895
Nissan,74997.0,2015,A,USED,24748
Lexus,65448.0,2021,A,USED,56150
Ram,114.0,2023,A,NEW,59040
GMC,95336.0,2021,A,USED,69398
BMW,90.0,2024,A,NEW,151500
Ram,51668.0,2022,A,USED,63895
Ram,30.0,2023,A,NEW,82045
Toyota,85850.0,2018,A,USED,27890
Mazda,48168.77220551646,2024,A,NEW,46750
Ram,89226.0,2015,A,USED,41795
Toyota,12653.0,2022,A,USED,34550
Ford,229966.0,2014,A,USED,29199
BMW,86306.0,2022,A,USED,74900
Ram,19.0,2023,A,NEW,53445
Mitsubishi,68364.0,2021,A,USED,28198
Subaru,173162.0,2016,A,USED,36795
Ford,10.0,2024,A,NEW,77805
Hyundai,17.0,2024,A,NEW,30499
Lexus,90.0,2024,A,NEW,57400
Jeep,182930.0,2018,A,USED,36145
Ram,30894.0,2022,A,USED,76145
Dodge,48168.77220551646,2024,A,NEW,54970
Volkswagen,6.0,2024,A,NEW,45495
Mazda,49353.0,2021,A,USED,30000
Subaru,48168.77220551646,2024,A,NEW,32195
Hyundai,49213.0,2022,A,USED,50699
Jeep,19.0,2024,A,NEW,37270
Ford,134960.0,2020,A,USED,69179
Toyota,108778.0,2020,A,USED,36650
Volkswagen,90.0,2024,A,NEW,33995
Ram,108.0,2024,A,NEW,70720
Chevrolet,295239.0,2012,A,USED,39935
BMW,90.0,2024,A,NEW,77700
Ford,109.0,2024,A,NEW,80895
Ford,1.0,2024,A,NEW,67225
Ford,72106.0,2022,A,USED,43099
Hyundai,22.0,2024,A,NEW,31099
GMC,151102.0,2017,A,USED,55570
GMC,87421.0,2020,A,USED,68598
Ford,150.0,2023,A,NEW,59995
Volkswagen,9.0,2024,A,NEW,61495
Ford,12.0,2024,A,NEW,71000
Honda,11.0,2024,A,NEW,55940
Lexus,43020.0,2020,A,USED,40000
Honda,48168.77220551646,2024,A,NEW,29650
Audi,40030.0,2023,A,USED,55800
Mazda,83844.0,2021,A,USED,25650
Chevrolet,26928.0,2022,A,USED,49248
Toyota,41958.0,2022,A,USED,43490
Volkswagen,58165.0,2019,A,USED,53590
Nissan,24.0,2024,A,NEW,26298
Ford,71292.0,2022,A,USED,41049
Ram,375.0,2024,A,NEW,83570
Ford,30.0,2024,A,NEW,35649
Ford,169728.0,2018,A,USED,57249
Ford,58712.0,2022,A,USED,46719
Toyota,47103.0,2022,A,USED,79850
BMW,97925.0,2017,A,USED,70400
Ford,155800.0,2020,A,USED,46119
Chevrolet,54890.0,2011,M,USED,43255
BMW,67987.0,2020,A,USED,122100
Ford,181258.0,2020,A,USED,80709
Lexus,57685.0,2020,A,USED,56050
Jeep,11743.0,2023,A,USED,46995
Chevrolet,8275.0,2019,A,USED,56245
Chevrolet,15.0,2024,A,NEW,67499
Dodge,123546.0,2020,A,USED,44795
Ford,48168.77220551646,2023,A,NEW,38785
Volkswagen,21966.0,2023,A,USED,37995
Hyundai,20.0,2024,A,NEW,58299
Ram,10.0,2024,A,NEW,60520
Ram,73855.0,2022,A,USED,63895
Jeep,19991.0,2022,A,USED,54995
Audi,13313.0,2023,A,USED,73200
Ram,17.0,2023,A,NEW,53445
BMW,45669.0,2021,A,USED,74900
Ford,172026.0,2011,A,USED,49599
Cadillac,87987.0,2017,A,USED,59930
Nissan,10.0,2024,A,NEW,58098
GMC,9293.0,2023,A,USED,51503
Chevrolet,3.0,2024,A,NEW,44699
Honda,44425.0,2019,A,USED,23100
Chevrolet,48168.77220551647,2021,A,USED,44998
Volvo,116199.0,2017,A,USED,57650
Ram,199376.0,2017,A,USED,44995
Ram,10.0,2024,A,NEW,68670
Ford,38947.0,2022,A,USED,47099
Jeep,50.0,2023,A,NEW,129495
GMC,39141.0,2020,A,USED,75898
Nissan,15.0,2024,A,NEW,44998
Nissan,7.0,2024,A,NEW,33648
Chevrolet,71789.0,2021,A,USED,19298
Ford,77308.0,2021,A,USED,59699
Jeep,15.0,2023,A,NEW,59395
Volkswagen,10.0,2024,A,NEW,42395
Honda,5.0,2024,A,NEW,34130
GMC,15.0,2024,A,NEW,81399
Chevrolet,146857.0,2020,A,USED,31698
Subaru,35768.0,2023,A,USED,31495
Hyundai,79107.0,2022,A,USED,32299
Chevrolet,77612.0,2022,A,USED,28098
Toyota,108000.0,2017,A,USED,45590
Ram,21.0,2024,A,NEW,60520
Ram,15.0,2024,A,NEW,67070
Ram,4790.0,2022,A,NEW,54835
GMC,213090.0,2016,A,USED,79660
Honda,26009.0,2024,A,USED,49775
Kia,40.0,2024,A,NEW,30195
GMC,12.0,2024,A,NEW,66699
Ford,237997.0,2014,A,USED,25899
Ford,261317.0,2013,A,USED,43199
Hyundai,49000.0,2020,A,USED,20599
Ford,181144.0,2012,A,USED,40299
Jeep,68953.0,2018,A,USED,32895
Kia,20513.0,2023,A,USED,30795
Chevrolet,5817.0,2023,A,USED,44798
Audi,6730.0,2024,A,USED,72365
Kia,91255.0,2020,A,USED,31695
Infiniti,8.0,2024,A,NEW,51195
Honda,300.0,2024,A,NEW,30750
Mitsubishi,10.0,2024,A,NEW,35798
BMW,90.0,2024,A,NEW,56700
Nissan,15.0,2023,A,NEW,47900
Jeep,52898.0,2022,A,USED,59045
Ford,48168.77220551646,2024,A,NEW,91039
Ram,174040.0,2015,A,USED,65695
Toyota,48168.77220551646,2024,A,NEW,49650
Ford,10.0,2024,A,NEW,107110
Volkswagen,89457.0,2018,A,USED,52540
BMW,15367.0,2022,A,USED,52990
Nissan,138809.0,2016,M,USED,15988
Ram,11902.0,2023,A,USED,59040
Jeep,107274.0,2018,A,USED,34895
Hyundai,52824.0,2018,M,USED,20449
Ram,9.0,2024,A,NEW,57020
Honda,300.0,2024,A,NEW,37500
Hyundai,10809.0,2023,A,USED,63999
Ram,19.0,2023,A,NEW,65295
GMC,63991.0,2022,A,USED,35598
Kia,7938.0,2023,A,USED,61195
Nissan,81939.0,2017,A,USED,40548
Mazda,129928.0,2016,M,USED,19850
Honda,59737.0,2021,A,USED,32350
Acura,62130.0,2019,A,USED,57890
Volkswagen,7.0,2024,A,NEW,37595
Volkswagen,15.0,2024,A,NEW,27995
Ford,110774.0,2014,A,USED,44899
Ford,28458.0,2022,A,USED,47599
Ford,1.0,2024,A,NEW,86995
Ford,5.0,2024,A,NEW,92815
Hyundai,32.0,2024,A,NEW,40599
Ford,5.0,2024,A,NEW,80895
Kia,40.0,2024,A,NEW,33495
Toyota,29413.0,2023,A,USED,56360
Nissan,9.0,2024,A,NEW,24698
Ram,71.0,2024,A,NEW,82570
Nissan,15.0,2024,A,NEW,47498
Ram,20.0,2023,A,NEW,59040
Nissan,116241.0,2017,A,USED,69998
Volkswagen,2526.0,2024,A,USED,59395
Ford,18.0,2024,A,NEW,91940
Lexus,42190.0,2021,A,USED,49250
Ford,232872.0,2013,A,USED,29099
Jeep,74111.0,2020,A,USED,54195
Chevrolet,48168.77220551646,2024,A,NEW,42199
Ram,252.0,2024,A,NEW,79175
Jeep,17.0,2023,A,NEW,55490
Honda,94000.0,2019,A,USED,44990
Subaru,25879.0,2023,A,USED,31495
Hyundai,16913.0,2020,M,USED,17149
Toyota,87532.0,2020,A,USED,41250
Jeep,14.0,2024,A,NEW,99420
GMC,129232.0,2010,A,USED,26260
Subaru,28.0,2024,A,NEW,32195
GMC,21.0,2023,A,NEW,89703
GMC,48168.77220551646,2024,A,NEW,131199
Jeep,277.0,2023,A,NEW,70995
Toyota,136400.0,2020,A,USED,20790
GMC,61751.0,2020,A,USED,84098
Mitsubishi,48168.77220551647,2023,A,USED,54048
Ford,5.0,2024,A,NEW,71000
Ford,100.0,2023,A,NEW,62990
Audi,48168.77220551646,2024,A,NEW,46515
Buick,5.0,2023,A,NEW,39498
Jeep,48168.77220551646,2024,A,NEW,84045
GMC,23404.0,2022,A,USED,59248
Dodge,153185.0,2019,A,USED,39940
Mitsubishi,183293.0,2015,A,USED,31198
BMW,17278.0,2021,A,USED,128200
BMW,80830.0,2020,A,USED,49750
Mazda,48168.77220551646,2024,A,NEW,31450
Chevrolet,15.0,2024,A,NEW,83999
Nissan,14.0,2024,A,NEW,53898
Ram,25.0,2023,A,NEW,54645
Mazda,111184.0,2019,A,USED,24345
Mitsubishi,83908.0,2021,A,USED,28198
Honda,83096.0,2019,A,USED,48290
Hyundai,82999.0,2021,A,USED,25049
BMW,184058.0,2015,A,USED,48750
Toyota,123000.0,2017,A,USED,38505
Ford,48168.77220551647,2023,A,USED,80000
Infiniti,9.0,2024,A,NEW,57545
Cadillac,6.0,2023,A,NEW,122298
Ford,83743.0,2021,A,USED,35149
GMC,15.0,2024,A,NEW,87299
Jeep,20.0,2024,A,NEW,59045
GMC,22.0,2024,A,NEW,37895
Jeep,70749.0,2019,A,USED,39245
Toyota,72473.0,2019,A,USED,31550
Nissan,2.0,2024,A,NEW,33648
Ford,22.0,2024,A,NEW,38995
Toyota,151575.0,2017,A,USED,46680
Mercedes-Benz,4258.0,2023,A,NEW,79900
Ram,48168.77220551647,2023,A,USED,54645
Chevrolet,76607.0,2022,A,USED,30998
Honda,266238.0,2016,A,USED,20190
Cadillac,6.0,2024,A,NEW,67499
Honda,5.0,2024,A,NEW,49775
BMW,7814.0,2024,A,NEW,48800
Ford,81888.0,2021,A,USED,48589
GMC,79478.0,2019,A,USED,38000
GMC,48168.77220551646,2024,A,NEW,66699
Audi,2251.0,2024,A,NEW,46515
Cadillac,8063.0,2023,A,USED,47298
Kia,89561.0,2021,A,USED,21195
Honda,117706.0,2019,A,USED,46890
Hyundai,42190.0,2022,A,USED,23499
Mercedes-Benz,43035.0,2023,A,USED,59900
Subaru,55277.0,2020,A,USED,35795
Jeep,130621.0,2018,A,USED,30895
GMC,109170.0,2016,A,USED,35375
BMW,78377.0,2021,A,USED,52550
Kia,89577.0,2021,A,USED,21195
Mazda,10.0,2024,A,NEW,27450
Nissan,180032.0,2016,A,USED,46998
Volkswagen,90.0,2024,M,NEW,48895
Nissan,48168.77220551646,2024,A,NEW,25648
Ford,10416.0,2022,A,USED,33199
Nissan,133905.0,2013,A,USED,29478
Mitsubishi,10.0,2024,A,NEW,26798
GMC,15.0,2024,A,NEW,66699
Nissan,15.0,2024,A,NEW,39548
Ford,87265.0,2018,A,USED,32199
Lexus,90.0,2024,A,NEW,64450
Chrysler,48168.77220551646,2024,A,NEW,48570
Land Rover,2.0,2024,A,NEW,113850
Ford,17930.0,2020,A,USED,45199
Toyota,48168.77220551646,2024,A,NEW,30690
Hyundai,87720.0,2021,A,USED,25049
GMC,10.0,2024,A,NEW,64699
BMW,110054.0,2016,A,USED,45200
Ram,66320.0,2019,A,USED,47070
Jeep,506.0,2023,A,NEW,115495
Jeep,107.0,2023,A,NEW,46995
Ram,20.0,2023,A,NEW,55020
GMC,48168.77220551646,2024,A,NEW,66699
Nissan,56180.0,2022,A,USED,31298
Hyundai,121987.0,2018,A,USED,41399
Ram,40.0,2023,A,NEW,54645
Ford,89700.0,2021,A,USED,48589
Ford,199.0,2024,A,NEW,48035
Kia,40930.0,2022,A,USED,42295
Ford,163917.0,2020,A,USED,69179
Subaru,5.0,2024,A,NEW,40495
Ram,72681.0,2022,A,USED,63895
BMW,95000.0,2019,A,USED,53250
Subaru,135324.0,2015,A,USED,28795
Hyundai,101730.0,2020,A,USED,29199
BMW,9.0,2024,A,NEW,48800
Hyundai,9093.0,2023,A,USED,39599
Volkswagen,9.0,2024,A,NEW,57495
Hyundai,165923.0,2013,A,USED,26349
Mazda,78091.0,2021,A,USED,31650
Ram,25.0,2024,A,NEW,70020
Buick,15.0,2024,A,NEW,33299
GMC,25264.0,2022,A,USED,35048
Kia,80000.0,2021,A,USED,39495
Nissan,140000.0,2014,A,USED,45598
Toyota,97169.0,2019,A,USED,30690
Toyota,120402.0,2018,A,USED,24690
Mazda,106550.0,2021,A,USED,28850
Dodge,9875.0,2023,A,USED,60095
Hyundai,41.0,2024,A,NEW,43999
Jeep,236182.0,2011,M,USED,31995
Jeep,119426.0,2016,A,USED,32595
Ford,15.0,2024,A,NEW,100740
Mazda,10.0,2024,A,NEW,39950
Jeep,48168.77220551646,2024,A,NEW,59270
Cadillac,5.0,2024,A,NEW,127899
Nissan,90084.0,2018,A,USED,42548
Nissan,2010.0,2023,A,USED,43248
Hyundai,92228.0,2018,A,USED,30599
Toyota,50449.0,2023,A,USED,31990
Jeep,18.0,2024,A,NEW,59270
Volkswagen,90.0,2024,A,NEW,34795
Honda,2266.0,2024,A,USED,34160
Chevrolet,15.0,2024,A,NEW,53999
Ford,12.0,2023,A,NEW,58580
Chevrolet,15.0,2024,A,NEW,59499
GMC,15.0,2024,A,NEW,34945
Jeep,17935.0,2022,A,USED,68045
Honda,48168.77220551647,2023,A,USED,30250
Volkswagen,167406.0,2018,A,USED,35690
Volkswagen,13.0,2024,A,NEW,37995
Mercedes-Benz,6.0,2023,A,NEW,158500
GMC,15.0,2024,A,NEW,98699
Chevrolet,111747.0,2019,A,USED,48000
Honda,300.0,2024,A,NEW,59970
Chrysler,97126.0,2016,A,USED,27045
Nissan,11.0,2024,M,NEW,27448
Jeep,6339.0,2022,A,NEW,59045
Mercedes-Benz,1070.0,2023,A,NEW,48900
Chevrolet,139852.0,2018,A,USED,44155
Ford,16.0,2024,A,NEW,43195
Mercedes-Benz,15.0,2024,A,NEW,61000
Volvo,30.0,2024,A,NEW,67750
Dodge,189742.0,2016,A,USED,37395
Honda,48168.77220551646,2024,A,NEW,56990
GMC,15.0,2024,A,NEW,37895
Porsche,32065.0,2020,M,USED,129100
Jeep,20.0,2024,A,NEW,45170
Ford,66234.0,2022,A,USED,53605
Ford,56345.0,2022,A,USED,41049
Ford,97643.0,2019,A,USED,48349
Toyota,84539.0,2021,A,USED,39050
Jeep,22.0,2024,A,NEW,59270
Mercedes-Benz,39762.0,2020,A,USED,39500
Ford,12.0,2024,A,NEW,80495
Chevrolet,105549.0,2018,A,USED,34500
Ram,7.0,2024,A,NEW,68670
Kia,81223.0,2022,A,USED,28195
Chevrolet,13697.0,2023,A,USED,27898
Buick,48168.77220551646,2024,A,NEW,33299
Ram,18.0,2024,A,NEW,75650
Honda,184167.0,2014,M,USED,18440
Volvo,30.0,2024,A,NEW,71200
Lexus,111511.0,2018,A,USED,43400
Hyundai,92121.0,2020,A,USED,32399
Kia,113601.0,2019,A,USED,32795
Chevrolet,120055.0,2022,A,USED,49548
Cadillac,270.0,2024,A,NEW,85194
Mercedes-Benz,90.0,2024,A,NEW,90100
BMW,90.0,2024,A,NEW,56700
Porsche,79246.0,2011,M,USED,55300
Ford,17.0,2024,A,NEW,80495
Hyundai,19.0,2024,A,NEW,34199
Jeep,101008.0,2016,A,USED,27495
Jeep,54548.0,2022,A,USED,58745
GMC,15.0,2024,A,NEW,51799
GMC,48168.77220551646,2024,A,NEW,72299
Nissan,16.0,2024,A,NEW,44998
Jeep,166901.0,2014,A,USED,27795
Nissan,25023.0,2018,A,USED,27398
Hyundai,35.0,2024,A,NEW,30499
Kia,83837.0,2021,A,USED,21195
Hyundai,82963.0,2018,A,USED,37049
Audi,84284.0,2018,A,USED,65600
Chrysler,48168.77220551646,2024,A,NEW,48570
GMC,15.0,2024,A,NEW,87299
Chrysler,83898.0,2022,A,USED,43995
Nissan,15.0,2024,A,NEW,46898
BMW,40578.0,2020,A,USED,41900
Ram,65625.0,2022,A,USED,53540
Hyundai,10.0,2024,A,NEW,30499
Ford,1.0,2024,A,NEW,80895
Ford,12.0,2024,A,NEW,46379
Ford,80977.0,2021,A,USED,79420
Ford,2.0,2024,A,NEW,67225
Mercedes-Benz,90.0,2024,A,NEW,58900
Nissan,15.0,2024,A,NEW,44998
Jeep,153070.0,2016,A,USED,30985
Mercedes-Benz,79311.0,2018,A,USED,38500
Volkswagen,89098.0,2019,A,USED,34820
Dodge,25.0,2024,A,NEW,55995
Nissan,160503.0,2015,A,USED,25798
Ford,134545.0,2016,A,USED,42849
GMC,88000.0,2018,A,USED,43905
Subaru,152000.0,2014,A,USED,33295
Honda,30.0,2024,A,NEW,44275
Volkswagen,99842.0,2019,A,USED,49940
Chevrolet,155731.0,2021,A,USED,58398
Chevrolet,15.0,2024,A,NEW,54799
Honda,64738.0,2019,A,USED,50690
Ford,219321.0,2010,A,USED,39299
Hyundai,136545.0,2017,A,USED,22699
Chevrolet,3.0,2024,A,NEW,59199
Jeep,90729.0,2020,A,USED,61790
Chevrolet,10.0,2024,A,NEW,51699
Hyundai,22339.0,2023,A,USED,44599
Jeep,21.0,2024,A,NEW,43770
Toyota,5.0,2024,A,NEW,86910
Ram,42534.0,2020,A,USED,59795
Honda,104810.0,2019,A,USED,31800
Kia,73400.0,2018,A,USED,32995
Mazda,58000.0,2022,A,USED,52600
Chevrolet,13055.0,2023,A,USED,57703
Infiniti,10.0,2023,A,NEW,56895
Volkswagen,5.0,2024,A,NEW,54495
Volkswagen,48168.77220551647,2024,A,USED,50295
Jeep,14.0,2024,A,NEW,43670
Ford,58841.0,2020,A,USED,38329
Lexus,34550.0,2021,A,USED,44350
Volkswagen,15.0,2024,A,NEW,31595
Ford,35.0,2024,A,NEW,39649
Fiat,28.0,2024,A,NEW,39995
GMC,4888.0,2024,A,NEW,39245
Ram,235000.0,2015,A,USED,55395
Dodge,10.0,2024,A,NEW,58770
Ford,34.0,2023,A,NEW,74950
Nissan,5.0,2024,A,NEW,49298
Mitsubishi,48168.77220551647,2024,A,USED,24798
Chevrolet,15.0,2024,A,NEW,39299
Chevrolet,29687.0,2020,A,USED,77798
GMC,19287.0,2022,A,USED,70548
Lincoln,80191.0,2021,A,USED,56000
GMC,33.0,2024,A,NEW,39245
Nissan,14.0,2024,A,NEW,37398
Ram,1.0,2023,A,NEW,54645
Kia,150000.0,2016,A,USED,25195
Mercedes-Benz,90.0,2024,A,NEW,159500
Ford,75712.0,2022,A,USED,56930
Jeep,181.0,2024,A,NEW,63770
Toyota,49231.0,2022,M,USED,21390
Volkswagen,9.0,2024,A,NEW,57995
Mercedes-Benz,40100.0,2016,A,USED,149900
Ford,12.0,2024,A,NEW,43195
Chevrolet,15.0,2024,A,NEW,63499
Chevrolet,22.0,2024,A,NEW,21699
GMC,4702.0,2024,A,USED,95599
Jeep,49.0,2024,A,NEW,91270
Honda,50.0,2024,A,NEW,59970
BMW,136795.0,2013,M,USED,46200
GMC,3050.0,2024,A,NEW,87299
Jeep,30824.0,2022,A,USED,51045
Mercedes-Benz,70250.0,2019,A,USED,59900
Chevrolet,4.0,2024,A,NEW,63999
